,GT_noa
90499,15
90500,28
90501,27
90502,14
90503,23
90504,24
90505,18
90506,10
90507,31
90508,13
90509,20
90510,11
90511,13
90512,30
90513,12
90514,7
90515,8
90516,28
90517,27
90518,16
90519,38
90520,10
90521,35
90522,35
90523,20
90524,13
90525,13
90526,10
90527,26
90528,29
90529,12
90530,21
90531,13
90532,17
90533,10
90534,29
90535,14
90536,19
90537,23
90538,21
90539,29
90540,24
90541,12
90542,29
90543,19
90544,16
90545,28
90546,37
90547,10
90548,27
90549,33
90550,14
90551,17
90552,21
90553,14
90554,12
90555,25
90556,27
90557,25
90558,22
90559,14
90560,46
90561,17
90562,13
90563,12
90564,35
90565,20
90566,23
90567,32
90568,15
90569,12
90570,13
90571,15
90572,24
90573,41
90574,9
90575,13
90576,32
90577,21
90578,28
90579,19
90580,18
90581,16
90582,20
90583,11
90584,9
90585,14
90586,16
90587,39
90588,16
90589,26
90590,14
90591,17
90592,11
90593,21
90594,15
90595,30
90596,25
90597,26
90598,18
90599,27
90600,36
90601,10
90602,18
90603,22
90604,23
90605,27
90606,23
90607,26
90608,46
90609,15
90610,22
90611,28
90612,36
90613,22
90614,32
90615,14
90616,12
90617,20
90618,24
90619,26
90620,20
90621,21
90622,18
90623,46
90624,10
90625,14
90626,12
90627,34
90628,27
90629,30
90630,28
90631,12
90632,15
90633,17
90634,24
90635,24
90636,16
90637,14
90638,9
90639,8
90640,30
90641,21
90642,13
90643,11
90644,33
90645,15
90646,14
90647,28
90648,21
90649,34
90650,46
90651,9
90652,27
90653,11
90654,14
90655,36
90656,16
90657,27
90658,31
90659,28
90660,14
90661,32
90662,14
90663,21
90664,26
90665,15
90666,12
90667,23
90668,12
90669,19
90670,27
90671,27
90672,10
90673,36
90674,17
90675,35
90676,22
90677,13
90678,27
90679,33
90680,30
90681,10
90682,21
90683,24
90684,19
90685,17
90686,22
90687,22
90688,17
90689,15
90690,18
90691,27
90692,13
90693,46
90694,27
90695,20
90696,26
90697,18
90698,14
90699,20
90700,29
90701,17
90702,17
90703,32
90704,30
90705,19
90706,22
90707,46
90708,29
90709,12
90710,12
90711,20
90712,15
90713,11
90714,17
90715,9
90716,46
90717,30
90718,37
90719,28
90720,31
90721,12
90722,22
90723,18
90724,26
90725,13
90726,33
90727,28
90728,28
90729,21
90730,12
90731,32
90732,22
90733,12
90734,15
90735,46
90736,9
90737,20
90738,36
90739,24
90740,29
90741,26
90742,23
90743,26
90744,35
90745,35
90746,16
90747,35
90748,18
90749,22
90750,20
90751,27
90752,29
90753,29
90754,32
90755,32
90756,28
90757,13
90758,26
90759,16
90760,19
90761,13
90762,30
90763,14
90764,33
90765,28
90766,31
90767,32
90768,21
90769,29
90770,24
90771,33
90772,12
90773,22
90774,30
90775,11
90776,22
90777,27
90778,27
90779,9
90780,20
90781,17
90782,21
90783,37
90784,21
90785,12
90786,26
90787,20
90788,32
90789,12
90790,15
90791,19
90792,14
90793,25
90794,11
90795,9
90796,20
90797,13
90798,19
90799,11
90800,11
90801,11
90802,30
90803,18
90804,39
90805,26
90806,21
90807,19
90808,24
90809,14
90810,20
90811,20
90812,11
90813,36
90814,34
90815,13
90816,26
90817,22
90818,30
90819,28
90820,39
90821,20
90822,14
90823,36
90824,11
90825,9
90826,14
90827,15
90828,12
90829,12
90830,18
90831,34
90832,19
90833,9
90834,12
90835,15
90836,19
90837,18
90838,28
90839,22
90840,23
90841,11
90842,29
90843,17
90844,27
90845,19
90846,10
90847,17
90848,22
90849,33
90850,34
90851,20
90852,25
90853,12
90854,36
90855,26
90856,17
90857,21
90858,23
90859,15
90860,12
90861,36
90862,22
90863,12
90864,32
90865,22
90866,21
90867,35
90868,23
90869,28
90870,23
90871,23
90872,14
90873,28
90874,15
90875,46
90876,15
90877,18
90878,27
90879,11
90880,17
90881,31
90882,12
90883,19
90884,26
90885,33
90886,7
90887,36
90888,23
90889,23
90890,10
90891,21
90892,14
90893,17
90894,22
90895,15
90896,21
90897,22
90898,23
90899,15
90900,28
90901,15
90902,16
90903,17
90904,18
90905,31
90906,11
90907,15
90908,14
90909,31
90910,18
90911,16
90912,15
90913,24
90914,17
90915,27
90916,21
90917,31
90918,25
90919,24
90920,12
90921,22
90922,17
90923,18
90924,28
90925,16
90926,13
90927,23
90928,32
90929,17
90930,31
90931,31
90932,21
90933,18
90934,11
90935,19
90936,18
90937,9
90938,27
90939,12
90940,11
90941,19
90942,12
90943,23
90944,28
90945,14
90946,26
90947,27
90948,30
90949,15
90950,46
90951,12
90952,23
90953,24
90954,21
90955,30
90956,27
90957,37
90958,15
90959,22
90960,12
90961,46
90962,13
90963,17
90964,13
90965,33
90966,10
90967,35
90968,24
90969,12
90970,26
90971,31
90972,18
90973,36
90974,20
90975,31
90976,46
90977,11
90978,12
90979,37
90980,29
90981,26
90982,19
90983,26
90984,15
90985,19
90986,26
90987,29
90988,25
90989,29
90990,13
90991,15
90992,13
90993,36
90994,11
90995,11
90996,18
90997,21
90998,21
90999,22
91000,21
91001,24
91002,11
91003,16
91004,32
91005,11
91006,14
91007,17
91008,21
91009,32
91010,27
91011,25
91012,29
91013,8
91014,13
91015,16
91016,24
91017,27
91018,34
91019,16
91020,26
91021,16
91022,14
91023,10
91024,24
91025,19
91026,18
91027,10
91028,32
91029,18
91030,28
91031,11
91032,20
91033,12
91034,10
91035,10
91036,12
91037,12
91038,37
91039,14
91040,26
91041,26
91042,24
91043,30
91044,21
91045,27
91046,29
91047,18
91048,14
91049,29
91050,22
91051,37
91052,20
91053,21
91054,37
91055,20
91056,23
91057,15
91058,17
91059,18
91060,23
91061,16
91062,25
91063,24
91064,16
91065,46
91066,13
91067,18
91068,37
91069,20
91070,30
91071,29
91072,31
91073,15
91074,30
91075,24
91076,20
91077,15
91078,7
91079,32
91080,25
91081,29
91082,34
91083,15
91084,10
91085,23
91086,12
91087,15
91088,13
91089,23
91090,30
91091,38
91092,35
91093,20
91094,21
91095,26
91096,26
91097,38
91098,14
91099,29
91100,25
91101,26
91102,36
91103,37
91104,46
91105,19
91106,33
91107,28
91108,17
91109,31
91110,35
91111,26
91112,18
91113,24
91114,14
91115,29
91116,28
91117,13
91118,27
91119,26
91120,35
91121,22
91122,27
91123,32
91124,25
91125,14
91126,15
91127,11
91128,46
91129,39
91130,24
91131,19
91132,12
91133,25
91134,13
91135,33
91136,16
91137,15
91138,16
91139,35
91140,24
91141,10
91142,12
91143,36
91144,15
91145,27
91146,16
91147,23
91148,15
91149,32
91150,17
91151,11
91152,12
91153,33
91154,14
91155,10
91156,31
91157,31
91158,12
91159,18
91160,29
91161,30
91162,29
91163,30
91164,25
91165,23
91166,10
91167,23
91168,8
91169,20
91170,22
91171,30
91172,24
91173,20
91174,31
91175,19
91176,28
91177,9
91178,19
91179,33
91180,23
91181,13
91182,25
91183,46
91184,26
91185,16
91186,36
91187,24
91188,18
91189,12
91190,14
91191,32
91192,24
91193,13
91194,19
91195,12
91196,20
91197,34
91198,15
91199,21
91200,22
91201,23
91202,20
91203,37
91204,36
91205,13
91206,11
91207,12
91208,22
91209,29
91210,16
91211,32
91212,11
91213,9
91214,22
91215,13
91216,14
91217,21
91218,27
91219,15
91220,26
91221,21
91222,35
91223,25
91224,36
91225,13
91226,31
91227,32
91228,13
91229,13
91230,27
91231,12
91232,12
91233,12
91234,23
91235,16
91236,16
91237,16
91238,27
91239,21
91240,10
91241,11
91242,13
91243,26
91244,26
91245,15
91246,18
91247,20
91248,17
91249,17
91250,13
91251,23
91252,32
91253,28
91254,16
91255,19
91256,22
91257,17
91258,17
91259,20
91260,33
91261,27
91262,19
91263,17
91264,24
91265,32
91266,11
91267,21
91268,17
91269,35
91270,12
91271,16
91272,20
91273,25
91274,21
91275,32
91276,23
91277,33
91278,28
91279,33
91280,35
91281,18
91282,22
91283,30
91284,33
91285,11
91286,27
91287,7
91288,14
91289,15
91290,30
91291,33
91292,13
91293,17
91294,25
91295,26
91296,25
91297,32
91298,12
91299,15
91300,26
91301,14
91302,26
91303,17
91304,25
91305,31
91306,15
91307,22
91308,27
91309,30
91310,21
91311,26
91312,14
91313,14
91314,13
91315,27
91316,22
91317,17
91318,24
91319,28
91320,27
91321,36
91322,19
91323,10
91324,24
91325,18
91326,46
91327,25
91328,19
91329,12
91330,18
91331,23
91332,21
91333,18
91334,21
91335,24
91336,17
91337,26
91338,18
91339,20
91340,22
91341,36
91342,35
91343,24
91344,22
91345,21
91346,11
91347,13
91348,12
91349,25
91350,20
91351,12
91352,14
91353,11
91354,10
91355,15
91356,14
91357,25
91358,15
91359,25
91360,22
91361,16
91362,33
91363,26
91364,17
91365,23
91366,30
91367,16
91368,25
91369,11
91370,35
91371,28
91372,22
91373,23
91374,32
91375,17
91376,12
91377,23
91378,24
91379,46
91380,18
91381,22
91382,12
91383,28
91384,8
91385,24
91386,36
91387,30
91388,15
91389,29
91390,27
91391,12
91392,21
91393,19
91394,46
91395,9
91396,23
91397,17
91398,25
91399,22
91400,35
91401,17
91402,20
91403,30
91404,37
91405,13
91406,12
91407,17
91408,13
91409,24
91410,14
91411,10
91412,15
91413,33
91414,31
91415,24
91416,9
91417,23
91418,16
91419,13
91420,28
91421,23
91422,22
91423,5
91424,20
91425,14
91426,24
91427,19
91428,14
91429,14
91430,21
91431,25
91432,27
91433,34
91434,20
91435,26
91436,26
91437,33
91438,17
91439,17
91440,16
91441,27
91442,22
91443,8
91444,14
91445,9
91446,21
91447,23
91448,27
91449,10
91450,14
91451,30
91452,29
91453,23
91454,10
91455,33
91456,8
91457,24
91458,20
91459,31
91460,19
91461,22
91462,19
91463,25
91464,33
91465,19
91466,22
91467,28
91468,30
91469,12
91470,21
91471,26
91472,13
91473,38
91474,22
91475,12
91476,35
91477,33
91478,15
91479,22
91480,23
91481,29
91482,12
91483,10
91484,36
91485,33
91486,31
91487,12
91488,10
91489,17
91490,20
91491,31
91492,30
91493,21
91494,27
91495,25
91496,14
91497,23
91498,23
91499,22
91500,29
91501,35
91502,12
91503,23
91504,16
91505,27
91506,31
91507,32
91508,34
91509,46
91510,18
91511,15
91512,23
91513,17
91514,35
91515,33
91516,17
91517,18
91518,26
91519,28
91520,22
91521,24
91522,11
91523,17
91524,13
91525,21
91526,12
91527,23
91528,17
91529,11
91530,11
91531,25
91532,16
91533,21
91534,24
91535,25
91536,27
91537,24
91538,16
91539,11
91540,33
91541,14
91542,11
91543,21
91544,24
91545,24
91546,23
91547,22
91548,23
91549,16
91550,24
91551,31
91552,16
91553,19
91554,29
91555,19
91556,13
91557,18
91558,18
91559,32
91560,14
91561,46
91562,10
91563,26
91564,22
91565,14
91566,46
91567,21
91568,19
91569,31
91570,15
91571,27
91572,24
91573,12
91574,14
91575,28
91576,9
91577,11
91578,25
91579,16
91580,23
91581,38
91582,24
91583,26
91584,27
91585,16
91586,17
91587,20
91588,20
91589,17
91590,14
91591,17
91592,26
91593,33
91594,35
91595,17
91596,46
91597,21
91598,30
91599,36
91600,35
91601,20
91602,21
91603,28
91604,32
91605,11
91606,17
91607,11
91608,35
91609,23
91610,37
91611,11
91612,15
91613,34
91614,12
91615,24
91616,30
91617,10
91618,35
91619,38
91620,26
91621,10
91622,18
91623,30
91624,18
91625,20
91626,19
91627,23
91628,20
91629,20
91630,21
91631,27
91632,18
91633,34
91634,33
91635,29
91636,19
91637,13
91638,19
91639,19
91640,13
91641,21
91642,29
91643,21
91644,21
91645,15
91646,13
91647,11
91648,19
91649,25
91650,30
91651,35
91652,30
91653,9
91654,36
91655,15
91656,12
91657,30
91658,15
91659,15
91660,11
91661,39
91662,31
91663,31
91664,23
91665,18
91666,12
91667,25
91668,32
91669,19
91670,16
91671,27
91672,14
91673,27
91674,9
91675,21
91676,17
91677,17
91678,17
91679,16
91680,18
91681,23
91682,27
91683,21
91684,25
91685,19
91686,11
91687,13
91688,33
91689,25
91690,11
91691,13
91692,36
91693,32
91694,9
91695,33
91696,15
91697,32
91698,12
91699,19
91700,35
91701,28
91702,34
91703,30
91704,21
91705,14
91706,23
91707,27
91708,33
91709,16
91710,10
91711,26
91712,12
91713,19
91714,37
91715,36
91716,15
91717,24
91718,16
91719,17
91720,23
91721,32
91722,12
91723,29
91724,16
91725,16
91726,19
91727,12
91728,19
91729,16
91730,13
91731,35
91732,20
91733,25
91734,22
91735,25
91736,16
91737,22
91738,12
91739,34
91740,16
91741,23
91742,22
91743,28
91744,36
91745,15
91746,21
91747,46
91748,27
91749,25
91750,14
91751,26
91752,16
91753,33
91754,20
91755,11
91756,19
91757,27
91758,16
91759,27
91760,16
91761,19
91762,20
91763,18
91764,11
91765,12
91766,25
91767,11
91768,17
91769,22
91770,14
91771,12
91772,34
91773,31
91774,38
91775,13
91776,27
91777,21
91778,8
91779,37
91780,15
91781,33
91782,34
91783,17
91784,38
91785,35
91786,31
91787,17
91788,20
91789,21
91790,27
91791,34
91792,21
91793,17
91794,29
91795,29
91796,18
91797,11
91798,28
91799,8
91800,33
91801,21
91802,25
91803,38
91804,14
91805,30
91806,24
91807,9
91808,28
91809,25
91810,16
91811,11
91812,10
91813,28
91814,21
91815,14
91816,24
91817,25
91818,17
91819,17
91820,21
91821,29
91822,16
91823,31
91824,9
91825,22
91826,16
91827,11
91828,46
91829,17
91830,18
91831,25
91832,25
91833,28
91834,23
91835,24
91836,32
91837,24
91838,27
91839,33
91840,22
91841,15
91842,37
91843,16
91844,9
91845,37
91846,39
91847,21
91848,28
91849,28
91850,18
91851,10
91852,22
91853,30
91854,25
91855,20
91856,21
91857,33
91858,33
91859,18
91860,15
91861,11
91862,22
91863,28
91864,15
91865,14
91866,16
91867,15
91868,19
91869,20
91870,10
91871,31
91872,19
91873,22
91874,10
91875,35
91876,10
91877,11
91878,22
91879,32
91880,11
91881,21
91882,12
91883,10
91884,17
91885,20
91886,13
91887,16
91888,23
91889,26
91890,20
91891,29
91892,32
91893,34
91894,37
91895,33
91896,10
91897,34
91898,22
91899,36
91900,29
91901,29
91902,37
91903,13
91904,16
91905,33
91906,19
91907,29
91908,14
91909,22
91910,10
91911,14
91912,13
91913,35
91914,46
91915,12
91916,21
91917,20
91918,18
91919,15
91920,19
91921,35
91922,13
91923,18
91924,16
91925,21
91926,22
91927,22
91928,15
91929,27
91930,29
91931,36
91932,20
91933,15
91934,11
91935,22
91936,24
91937,32
91938,25
91939,17
91940,21
91941,13
91942,16
91943,16
91944,29
91945,26
91946,26
91947,34
91948,20
91949,12
91950,26
91951,24
91952,14
91953,36
91954,15
91955,22
91956,27
91957,30
91958,17
91959,15
91960,11
91961,21
91962,30
91963,14
91964,13
91965,19
91966,31
91967,18
91968,24
91969,24
91970,17
91971,13
91972,15
91973,38
91974,9
91975,18
91976,10
91977,21
91978,19
91979,23
91980,18
91981,13
91982,31
91983,20
91984,27
91985,16
91986,37
91987,11
91988,20
91989,16
91990,31
91991,28
91992,28
91993,13
91994,12
91995,22
91996,24
91997,13
91998,28
91999,28
92000,17
92001,30
92002,11
92003,12
92004,17
92005,19
92006,28
92007,12
92008,24
92009,11
92010,9
92011,36
92012,15
92013,17
92014,31
92015,32
92016,20
92017,27
92018,12
92019,21
92020,36
92021,10
92022,46
92023,14
92024,22
92025,34
92026,10
92027,36
92028,16
92029,36
92030,19
92031,18
92032,24
92033,28
92034,12
92035,11
92036,36
92037,22
92038,19
92039,12
92040,29
92041,9
92042,9
92043,31
92044,26
92045,18
92046,31
92047,13
92048,11
92049,15
92050,26
92051,33
92052,22
92053,33
92054,25
92055,11
92056,28
92057,30
92058,19
92059,37
92060,21
92061,14
92062,15
92063,16
92064,20
92065,15
92066,15
92067,17
92068,20
92069,19
92070,23
92071,18
92072,25
92073,21
92074,26
92075,19
92076,16
92077,22
92078,17
92079,34
92080,33
92081,15
92082,35
92083,23
92084,15
92085,13
92086,12
92087,13
92088,13
92089,13
92090,34
92091,13
92092,8
92093,17
92094,12
92095,18
92096,24
92097,29
92098,46
92099,26
92100,21
92101,24
92102,37
92103,21
92104,16
92105,13
92106,35
92107,34
92108,20
92109,27
92110,24
92111,28
92112,20
92113,28
92114,24
92115,20
92116,22
92117,15
92118,18
92119,8
92120,12
92121,36
92122,25
92123,16
92124,31
92125,15
92126,10
92127,21
92128,19
92129,19
92130,18
92131,37
92132,16
92133,19
92134,14
92135,11
92136,19
92137,20
92138,12
92139,9
92140,14
92141,9
92142,32
92143,16
92144,23
92145,15
92146,15
92147,17
92148,9
92149,31
92150,28
92151,29
92152,22
92153,22
92154,10
92155,26
92156,33
92157,27
92158,18
92159,36
92160,15
92161,13
92162,8
92163,34
92164,12
92165,15
92166,11
92167,30
92168,24
92169,23
92170,14
92171,46
92172,27
92173,11
92174,33
92175,19
92176,16
92177,12
92178,26
92179,11
92180,11
92181,15
92182,16
92183,13
92184,13
92185,34
92186,16
92187,35
92188,17
92189,30
92190,32
92191,13
92192,27
92193,14
92194,26
92195,28
92196,27
92197,33
92198,17
92199,34
92200,24
92201,29
92202,22
92203,21
92204,22
92205,20
92206,16
92207,34
92208,26
92209,9
92210,34
92211,12
92212,26
92213,20
92214,10
92215,32
92216,27
92217,17
92218,33
92219,30
92220,29
92221,21
92222,21
92223,14
92224,15
92225,11
92226,15
92227,25
92228,30
92229,16
92230,35
92231,22
92232,24
92233,22
92234,20
92235,19
92236,33
92237,19
92238,12
92239,18
92240,14
92241,23
92242,28
92243,26
92244,12
92245,9
92246,14
92247,12
92248,17
92249,22
92250,17
92251,10
92252,16
92253,22
92254,26
92255,35
92256,31
92257,12
92258,26
92259,19
92260,35
92261,24
92262,28
92263,11
92264,18
92265,21
92266,14
92267,37
92268,31
92269,22
92270,18
92271,27
92272,34
92273,17
92274,10
92275,32
92276,32
92277,26
92278,32
92279,23
92280,14
92281,17
92282,46
92283,13
92284,13
92285,10
92286,31
92287,24
92288,14
92289,19
92290,46
92291,22
92292,27
92293,24
92294,12
92295,17
92296,31
92297,13
92298,22
92299,22
92300,29
92301,20
92302,15
92303,13
92304,27
92305,10
92306,35
92307,35
92308,15
92309,28
92310,12
92311,33
92312,27
92313,37
92314,17
92315,27
92316,22
92317,30
92318,30
92319,16
92320,23
92321,8
92322,21
92323,28
92324,12
92325,34
92326,19
92327,18
92328,10
92329,16
92330,17
92331,33
92332,24
92333,24
92334,11
92335,21
92336,26
92337,33
92338,24
92339,13
92340,20
92341,11
92342,9
92343,13
92344,14
92345,33
92346,14
92347,17
92348,36
92349,15
92350,18
92351,26
92352,18
92353,46
92354,19
92355,32
92356,31
92357,14
92358,14
92359,15
92360,13
92361,13
92362,15
92363,9
92364,21
92365,17
92366,19
92367,13
92368,15
92369,15
92370,29
92371,13
92372,20
92373,25
92374,13
92375,11
92376,11
92377,20
92378,19
92379,34
92380,18
92381,15
92382,25
92383,14
92384,22
92385,23
92386,24
92387,24
92388,33
92389,24
92390,22
92391,16
92392,34
92393,27
92394,18
92395,26
92396,21
92397,15
92398,24
92399,27
92400,19
92401,18
92402,23
92403,21
92404,18
92405,10
92406,9
92407,15
92408,24
92409,19
92410,21
92411,16
92412,15
92413,19
92414,29
92415,15
92416,20
92417,15
92418,37
92419,23
92420,17
92421,20
92422,32
92423,24
92424,31
92425,24
92426,29
92427,16
92428,26
92429,16
92430,27
92431,34
92432,15
92433,13
92434,15
92435,21
92436,28
92437,35
92438,13
92439,20
92440,46
92441,25
92442,22
92443,21
92444,11
92445,12
92446,32
92447,29
92448,28
92449,21
92450,18
92451,19
92452,10
92453,25
92454,16
92455,33
92456,20
92457,24
92458,11
92459,10
92460,27
92461,10
92462,32
92463,18
92464,17
92465,16
92466,36
92467,27
92468,22
92469,29
92470,11
92471,12
92472,30
92473,16
92474,30
92475,12
92476,15
92477,27
92478,25
92479,24
92480,33
92481,18
92482,21
92483,33
92484,20
92485,12
92486,15
92487,18
92488,9
92489,19
92490,10
92491,10
92492,16
92493,27
92494,10
92495,31
92496,30
92497,20
92498,26
92499,25
92500,37
92501,23
92502,24
92503,46
92504,24
92505,20
92506,12
92507,10
92508,8
92509,19
92510,37
92511,46
92512,26
92513,28
92514,27
92515,24
92516,29
92517,26
92518,32
92519,46
92520,25
92521,17
92522,16
92523,30
92524,18
92525,24
92526,12
92527,29
92528,38
92529,23
92530,27
92531,29
92532,35
92533,22
92534,46
92535,35
92536,11
92537,28
92538,20
92539,17
92540,24
92541,29
92542,18
92543,31
92544,33
92545,18
92546,29
92547,27
92548,9
92549,16
92550,28
92551,27
92552,29
92553,14
92554,13
92555,13
92556,34
92557,23
92558,17
92559,14
92560,10
92561,22
92562,30
92563,21
92564,22
92565,19
92566,11
92567,15
92568,36
92569,13
92570,11
92571,21
92572,12
92573,12
92574,18
92575,30
92576,31
92577,16
92578,18
92579,10
92580,18
92581,22
92582,12
92583,17
92584,25
92585,28
92586,20
92587,22
92588,24
92589,14
92590,18
92591,24
92592,20
92593,24
92594,28
92595,31
92596,30
92597,33
92598,26
92599,32
92600,14
92601,11
92602,28
92603,12
92604,19
92605,23
92606,13
92607,18
92608,26
92609,15
92610,14
92611,21
92612,20
92613,18
92614,27
92615,31
92616,18
92617,24
92618,29
92619,11
92620,14
92621,14
92622,15
92623,30
92624,32
92625,11
92626,21
92627,20
92628,20
92629,17
92630,11
92631,46
92632,15
92633,26
92634,10
92635,19
92636,17
92637,18
92638,14
92639,18
92640,11
92641,13
92642,13
92643,17
92644,22
92645,23
92646,12
92647,15
92648,10
92649,19
92650,31
92651,19
92652,27
92653,12
92654,46
92655,29
92656,29
92657,28
92658,22
92659,11
92660,24
92661,25
92662,11
92663,19
92664,19
92665,25
92666,13
92667,16
92668,29
92669,35
92670,24
92671,20
92672,12
92673,33
92674,12
92675,20
92676,27
92677,28
92678,31
92679,19
92680,5
92681,35
92682,21
92683,20
92684,24
92685,20
92686,46
92687,9
92688,15
92689,13
92690,27
92691,12
92692,35
92693,18
92694,18
92695,20
92696,15
92697,16
92698,28
92699,24
92700,12
92701,21
92702,12
92703,13
92704,8
92705,14
92706,12
92707,16
92708,26
92709,14
92710,15
92711,23
92712,36
92713,24
92714,11
92715,36
92716,20
92717,28
92718,27
92719,33
92720,33
92721,18
92722,31
92723,26
92724,46
92725,25
92726,25
92727,10
92728,34
92729,16
92730,21
92731,19
92732,17
92733,7
92734,21
92735,19
92736,19
92737,28
92738,16
92739,16
92740,23
92741,16
92742,19
92743,11
92744,17
92745,16
92746,21
92747,39
92748,21
92749,26
92750,17
92751,27
92752,15
92753,12
92754,14
92755,22
92756,17
92757,26
92758,14
92759,32
92760,28
92761,13
92762,11
92763,31
92764,20
92765,16
92766,13
92767,17
92768,9
92769,22
92770,26
92771,25
92772,46
92773,29
92774,28
92775,19
92776,20
92777,12
92778,11
92779,10
92780,10
92781,30
92782,19
92783,20
92784,17
92785,12
92786,14
92787,13
92788,36
92789,13
92790,13
92791,32
92792,20
92793,19
92794,17
92795,22
92796,19
92797,21
92798,18
92799,24
92800,11
92801,9
92802,28
92803,26
92804,27
92805,13
92806,15
92807,31
92808,11
92809,17
92810,13
92811,23
92812,34
92813,27
92814,20
92815,12
92816,21
92817,26
92818,27
92819,7
92820,15
92821,20
92822,11
92823,18
92824,15
92825,13
92826,36
92827,26
92828,22
92829,15
92830,24
92831,7
92832,35
92833,15
92834,19
92835,23
92836,35
92837,26
92838,14
92839,23
92840,10
92841,14
92842,14
92843,18
92844,30
92845,13
92846,14
92847,25
92848,11
92849,33
92850,28
92851,12
92852,16
92853,15
92854,29
92855,19
92856,33
92857,13
92858,33
92859,17
92860,12
92861,13
92862,30
92863,27
92864,27
92865,15
92866,11
92867,37
92868,23
92869,16
92870,32
92871,20
92872,32
92873,15
92874,8
92875,46
92876,15
92877,12
92878,27
92879,30
92880,20
92881,20
92882,11
92883,27
92884,13
92885,7
92886,25
92887,24
92888,12
92889,35
92890,31
92891,33
92892,34
92893,12
92894,13
92895,31
92896,29
92897,36
92898,33
92899,12
92900,21
92901,37
92902,46
92903,22
92904,26
92905,17
92906,12
92907,15
92908,16
92909,27
92910,22
92911,27
92912,46
92913,18
92914,13
92915,22
92916,36
92917,9
92918,22
92919,28
92920,17
92921,20
92922,19
92923,17
92924,46
92925,30
92926,16
92927,30
92928,23
92929,14
92930,14
92931,22
92932,13
92933,25
92934,12
92935,14
92936,28
92937,20
92938,22
92939,11
92940,33
92941,23
92942,16
92943,12
92944,27
92945,28
92946,16
92947,11
92948,22
92949,40
92950,23
92951,22
92952,17
92953,10
92954,18
92955,24
92956,8
92957,18
92958,31
92959,18
92960,28
92961,19
92962,23
92963,32
92964,46
92965,17
92966,30
92967,36
92968,16
92969,25
92970,16
92971,21
92972,11
92973,12
92974,17
92975,21
92976,20
92977,12
92978,31
92979,12
92980,23
92981,14
92982,10
92983,24
92984,18
92985,19
92986,17
92987,28
92988,18
92989,16
92990,33
92991,37
92992,13
92993,12
92994,32
92995,20
92996,11
92997,13
92998,36
92999,30
93000,35
93001,9
93002,20
93003,33
93004,26
93005,10
93006,27
93007,16
93008,23
93009,25
93010,13
93011,11
93012,19
93013,27
93014,18
93015,14
93016,20
93017,37
93018,15
93019,12
93020,28
93021,14
93022,13
93023,13
93024,12
93025,32
93026,21
93027,23
93028,15
93029,28
93030,25
93031,14
93032,13
93033,14
93034,35
93035,20
93036,29
93037,28
93038,23
93039,18
93040,18
93041,36
93042,21
93043,28
93044,13
93045,15
93046,23
93047,26
93048,33
93049,11
93050,13
93051,15
93052,10
93053,28
93054,17
93055,12
93056,15
93057,25
93058,23
93059,46
93060,14
93061,17
93062,28
93063,28
93064,19
93065,14
93066,18
93067,18
93068,19
93069,11
93070,18
93071,17
93072,14
93073,46
93074,10
93075,36
93076,21
93077,25
93078,13
93079,34
93080,25
93081,29
93082,16
93083,33
93084,31
93085,29
93086,15
93087,31
93088,15
93089,28
93090,13
93091,33
93092,13
93093,33
93094,22
93095,15
93096,14
93097,15
93098,15
93099,32
93100,23
93101,31
93102,16
93103,17
93104,28
93105,31
93106,22
93107,18
93108,34
93109,12
93110,20
93111,26
93112,12
93113,28
93114,21
93115,46
93116,15
93117,23
93118,25
93119,12
93120,17
93121,33
93122,9
93123,18
93124,15
93125,21
93126,35
93127,15
93128,14
93129,28
93130,39
93131,29
93132,17
93133,20
93134,28
93135,22
93136,38
93137,22
93138,22
93139,20
93140,17
93141,13
93142,30
93143,20
93144,24
93145,11
93146,12
93147,29
93148,38
93149,15
93150,10
93151,33
93152,14
93153,31
93154,46
93155,19
93156,12
93157,16
93158,38
93159,12
93160,46
93161,25
93162,14
93163,11
93164,7
93165,24
93166,18
93167,32
93168,9
93169,17
93170,24
93171,23
93172,26
93173,17
93174,23
93175,14
93176,10
93177,13
93178,10
93179,36
93180,17
93181,26
93182,12
93183,22
93184,21
93185,35
93186,13
93187,30
93188,7
93189,14
93190,10
93191,33
93192,26
93193,18
93194,34
93195,13
93196,33
93197,19
93198,27
93199,10
93200,33
93201,12
93202,23
93203,24
93204,21
93205,27
93206,36
93207,30
93208,26
93209,14
93210,35
93211,33
93212,24
93213,14
93214,11
93215,33
93216,35
93217,23
93218,20
93219,25
93220,26
93221,28
93222,27
93223,11
93224,14
93225,29
93226,17
93227,34
93228,17
93229,20
93230,16
93231,26
93232,20
93233,36
93234,36
93235,46
93236,18
93237,17
93238,32
93239,20
93240,10
93241,16
93242,12
93243,24
93244,14
93245,33
93246,19
93247,17
93248,38
93249,19
93250,25
93251,24
93252,34
93253,26
93254,21
93255,20
93256,38
93257,8
93258,26
93259,22
93260,10
93261,31
93262,10
93263,9
93264,36
93265,13
93266,16
93267,26
93268,8
93269,19
93270,26
93271,46
93272,17
93273,23
93274,15
93275,11
93276,31
93277,38
93278,19
93279,27
93280,33
93281,13
93282,16
93283,22
93284,16
93285,14
93286,29
93287,16
93288,14
93289,11
93290,14
93291,36
93292,33
93293,33
93294,8
93295,22
93296,17
